"ID" "name" "Binom_Genome_Fraction" "Binom_Expected" "Binom_Observed_Region_Hits" "Binom_Fold_Enrichment" "Binom_Region_Set_Coverage" "Binom_Raw_PValue" "Binom_Adjp_BH" "Hyper_Total_Genes" "Hyper_Expected" "Hyper_Observed_Gene_Hits" "Hyper_Fold_Enrichment" "Hyper_Gene_Set_Coverage" "Hyper_Term_Gene_Coverage" "Hyper_Raw_PValue" "Hyper_Adjp_BH"
"8268" "GO:0048294" "negative regulation of isotype switching to IgE isotypes" 0.0002780886 0.03003357 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"8269" "GO:0048295" "positive regulation of isotype switching to IgE isotypes" 0.0001354526 0.01462889 0 0 0 1 1 4 0.03589624 0 0 0 0 1 1
"8270" "GO:0048296" "regulation of isotype switching to IgA isotypes" 0.0003125006 0.03375006 0 0 0 1 1 7 0.06281842 0 0 0 0 1 1
"8271" "GO:0048297" "negative regulation of isotype switching to IgA isotypes" 0.0001123576 0.01213462 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8272" "GO:0048298" "positive regulation of isotype switching to IgA isotypes" 0.0002001429 0.02161544 0 0 0 1 1 6 0.05384436 0 0 0 0 1 1
"8273" "GO:0048302" "regulation of isotype switching to IgG isotypes" 0.001266192 0.1367487 0 0 0 1 1 17 0.152559 0 0 0 0 1 1
"8274" "GO:0048304" "positive regulation of isotype switching to IgG isotypes" 0.001149553 0.1241517 0 0 0 1 1 14 0.1256368 0 0 0 0 1 1
"8275" "GO:0048305" "immunoglobulin secretion" 0.0005146729 0.05558468 0 0 0 1 1 7 0.06281842 0 0 0 0 1 1
"8276" "GO:0048308" "organelle inheritance" 0.0008971876 0.09689626 0 0 0 1 1 10 0.08974059 0 0 0 0 1 1
"8277" "GO:0048311" "mitochondrion distribution" 0.0007839613 0.08466782 0 0 0 1 1 13 0.1166628 0 0 0 0 1 1
"8278" "GO:0048312" "intracellular distribution of mitochondria" 0.0004056852 0.04381401 0 0 0 1 1 8 0.07179247 0 0 0 0 1 1
"8279" "GO:0048313" "Golgi inheritance" 0.0008765582 0.09466829 0 0 0 1 1 9 0.08076653 0 0 0 0 1 1
"8280" "GO:0048318" "axial mesoderm development" 0.0007198602 0.0777449 0 0 0 1 1 10 0.08974059 0 0 0 0 1 1
"8281" "GO:0048319" "axial mesoderm morphogenesis" 0.000347629 0.03754394 0 0 0 1 1 6 0.05384436 0 0 0 0 1 1
"8282" "GO:0048320" "axial mesoderm formation" 9.666491e-05 0.01043981 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"8283" "GO:0048327" "axial mesodermal cell fate specification" 2.384517e-05 0.002575279 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8284" "GO:0048332" "mesoderm morphogenesis" 0.008511045 0.9191928 0 0 0 1 1 70 0.6281842 0 0 0 0 1 1
"8285" "GO:0048333" "mesodermal cell differentiation" 0.002854193 0.3082529 0 0 0 1 1 22 0.1974293 0 0 0 0 1 1
"8286" "GO:0048337" "positive regulation of mesodermal cell fate specification" 2.597395e-05 0.002805186 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8287" "GO:0048339" "paraxial mesoderm development" 0.002941039 0.3176323 0 0 0 1 1 22 0.1974293 0 0 0 0 1 1
"8288" "GO:0048340" "paraxial mesoderm morphogenesis" 0.002317278 0.250266 0 0 0 1 1 13 0.1166628 0 0 0 0 1 1
"8289" "GO:0048341" "paraxial mesoderm formation" 0.001676976 0.1811134 0 0 0 1 1 9 0.08076653 0 0 0 0 1 1
"8290" "GO:0048343" "paraxial mesodermal cell fate commitment" 3.041921e-05 0.003285274 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"8291" "GO:0048352" "paraxial mesoderm structural organization" 5.363927e-05 0.005793042 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8292" "GO:0048368" "lateral mesoderm development" 0.001331692 0.1438227 0 0 0 1 1 11 0.09871465 0 0 0 0 1 1
"8293" "GO:0048371" "lateral mesodermal cell differentiation" 0.0001397412 0.01509205 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8294" "GO:0048378" "regulation of lateral mesodermal cell fate specification" 0.000200935 0.02170098 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"8295" "GO:0048382" "mesendoderm development" 0.0004883545 0.05274229 0 0 0 1 1 5 0.0448703 0 0 0 0 1 1
"8296" "GO:0048385" "regulation of retinoic acid receptor signaling pathway" 0.001975737 0.2133796 0 0 0 1 1 15 0.1346109 0 0 0 0 1 1
"8297" "GO:0048386" "positive regulation of retinoic acid receptor signaling pathway" 0.0005124731 0.0553471 0 0 0 1 1 5 0.0448703 0 0 0 0 1 1
"8298" "GO:0048387" "negative regulation of retinoic acid receptor signaling pathway" 0.001377311 0.1487496 0 0 0 1 1 7 0.06281842 0 0 0 0 1 1
"8299" "GO:0048388" "endosomal lumen acidification" 0.0001965332 0.02122558 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"8300" "GO:0048389" "intermediate mesoderm development" 0.0006455243 0.06971663 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"8301" "GO:0048392" "intermediate mesodermal cell differentiation" 0.000141669 0.01530025 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8302" "GO:0048469" "cell maturation" 0.01570835 1.696502 0 0 0 1 1 156 1.399953 0 0 0 0 1 1
"8303" "GO:0048477" "oogenesis" 0.006752813 0.7293038 0 0 0 1 1 77 0.6910026 0 0 0 0 1 1
"8304" "GO:0048478" "replication fork protection" 0.0002118251 0.02287711 0 0 0 1 1 6 0.05384436 0 0 0 0 1 1
"8305" "GO:0048490" "anterograde synaptic vesicle transport" 0.0006708569 0.07245255 0 0 0 1 1 16 0.1435849 0 0 0 0 1 1
"8306" "GO:0048496" "maintenance of animal organ identity" 0.0008842167 0.0954954 0 0 0 1 1 5 0.0448703 0 0 0 0 1 1
"8307" "GO:0048499" "synaptic vesicle membrane organization" 3.830578e-05 0.004137024 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"8308" "GO:0048505" "regulation of timing of cell differentiation" 0.002360382 0.2549213 0 0 0 1 1 13 0.1166628 0 0 0 0 1 1
"8309" "GO:0048512" "circadian behavior" 0.004329826 0.4676213 0 0 0 1 1 35 0.3140921 0 0 0 0 1 1
"8310" "GO:0048515" "spermatid differentiation" 0.01175876 1.269946 0 0 0 1 1 164 1.471746 0 0 0 0 1 1
"8311" "GO:0048520" "positive regulation of behavior" 0.003458704 0.3735401 0 0 0 1 1 24 0.2153774 0 0 0 0 1 1
"8312" "GO:0048521" "negative regulation of behavior" 0.00193877 0.2093871 0 0 0 1 1 17 0.152559 0 0 0 0 1 1
"8313" "GO:0048524" "positive regulation of viral process" 0.005896357 0.6368066 0 0 0 1 1 79 0.7089507 0 0 0 0 1 1
"8314" "GO:0048525" "negative regulation of viral process" 0.004653444 0.5025719 0 0 0 1 1 81 0.7268988 0 0 0 0 1 1
"8315" "GO:0048532" "anatomical structure arrangement" 0.004190285 0.4525508 0 0 0 1 1 21 0.1884552 0 0 0 0 1 1
"8316" "GO:0048535" "lymph node development" 0.002379952 0.2570348 0 0 0 1 1 29 0.2602477 0 0 0 0 1 1
"8317" "GO:0048536" "spleen development" 0.006057555 0.6542159 0 0 0 1 1 45 0.4038327 0 0 0 0 1 1
"8318" "GO:0048537" "mucosal-associated lymphoid tissue development" 0.001199752 0.1295732 0 0 0 1 1 13 0.1166628 0 0 0 0 1 1
"8319" "GO:0048538" "thymus development" 0.007491008 0.8090289 0 0 0 1 1 57 0.5115214 0 0 0 0 1 1
"8320" "GO:0048541" "Peyer's patch development" 0.001188391 0.1283462 0 0 0 1 1 12 0.1076887 0 0 0 0 1 1
"8321" "GO:0048546" "digestive tract morphogenesis" 0.01002964 1.083201 0 0 0 1 1 54 0.4845992 0 0 0 0 1 1
"8322" "GO:0048548" "regulation of pinocytosis" 0.0003105905 0.03354377 0 0 0 1 1 9 0.08076653 0 0 0 0 1 1
"8323" "GO:0048549" "positive regulation of pinocytosis" 0.0001998185 0.0215804 0 0 0 1 1 4 0.03589624 0 0 0 0 1 1
"8324" "GO:0048550" "negative regulation of pinocytosis" 0.000110772 0.01196337 0 0 0 1 1 5 0.0448703 0 0 0 0 1 1
"8325" "GO:0048557" "embryonic digestive tract morphogenesis" 0.005284277 0.5707019 0 0 0 1 1 21 0.1884552 0 0 0 0 1 1
"8326" "GO:0048560" "establishment of anatomical structure orientation" 0.0004716734 0.05094072 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"8327" "GO:0048561" "establishment of animal organ orientation" 0.0002879883 0.03110274 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"8328" "GO:0048563" "post-embryonic animal organ morphogenesis" 0.001681719 0.1816256 0 0 0 1 1 12 0.1076887 0 0 0 0 1 1
"8329" "GO:0048565" "digestive tract development" 0.02137882 2.308912 0 0 0 1 1 132 1.184576 0 0 0 0 1 1
"8330" "GO:0048566" "embryonic digestive tract development" 0.008387499 0.9058499 0 0 0 1 1 36 0.3230661 0 0 0 0 1 1
"8331" "GO:0048569" "post-embryonic animal organ development" 0.003245571 0.3505217 0 0 0 1 1 22 0.1974293 0 0 0 0 1 1
"8332" "GO:0048570" "notochord morphogenesis" 0.001694841 0.1830428 0 0 0 1 1 11 0.09871465 0 0 0 0 1 1
"8333" "GO:0048571" "long-day photoperiodism" 1.870115e-05 0.002019724 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8334" "GO:0048597" "post-embryonic camera-type eye morphogenesis" 0.0004223668 0.04561561 0 0 0 1 1 5 0.0448703 0 0 0 0 1 1
"8335" "GO:0048599" "oocyte development" 0.003124949 0.3374945 0 0 0 1 1 35 0.3140921 0 0 0 0 1 1
"8336" "GO:0048611" "embryonic ectodermal digestive tract development" 0.0001580684 0.01707139 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"8337" "GO:0048613" "embryonic ectodermal digestive tract morphogenesis" 0.0001397412 0.01509205 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8338" "GO:0048617" "embryonic foregut morphogenesis" 0.001831889 0.197844 0 0 0 1 1 11 0.09871465 0 0 0 0 1 1
"8339" "GO:0048619" "embryonic hindgut morphogenesis" 0.0008137818 0.08788843 0 0 0 1 1 4 0.03589624 0 0 0 0 1 1
"8340" "GO:0048621" "post-embryonic digestive tract morphogenesis" 5.449441e-05 0.005885396 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8341" "GO:0048625" "myoblast fate commitment" 0.0007033758 0.07596459 0 0 0 1 1 4 0.03589624 0 0 0 0 1 1
"8342" "GO:0048627" "myoblast development" 0.0001014664 0.01095837 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"8343" "GO:0048630" "skeletal muscle tissue growth" 0.0002269263 0.02450804 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"8344" "GO:0048631" "regulation of skeletal muscle tissue growth" 0.0004358023 0.04706665 0 0 0 1 1 6 0.05384436 0 0 0 0 1 1
"8345" "GO:0048632" "negative regulation of skeletal muscle tissue growth" 0.0001547411 0.01671204 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"8346" "GO:0048633" "positive regulation of skeletal muscle tissue growth" 0.0002810612 0.0303546 0 0 0 1 1 4 0.03589624 0 0 0 0 1 1
"8347" "GO:0048640" "negative regulation of developmental growth" 0.0144509 1.560697 0 0 0 1 1 87 0.7807432 0 0 0 0 1 1
"8348" "GO:0048641" "regulation of skeletal muscle tissue development" 0.007005924 0.7566397 0 0 0 1 1 53 0.4756251 0 0 0 0 1 1
"8349" "GO:0048642" "negative regulation of skeletal muscle tissue development" 0.001449547 0.1565511 0 0 0 1 1 14 0.1256368 0 0 0 0 1 1
"8350" "GO:0048643" "positive regulation of skeletal muscle tissue development" 0.00347598 0.3754058 0 0 0 1 1 24 0.2153774 0 0 0 0 1 1
"8351" "GO:0048645" "animal organ formation" 0.007444097 0.8039625 0 0 0 1 1 38 0.3410143 0 0 0 0 1 1
"8352" "GO:0048659" "smooth muscle cell proliferation" 0.0004481032 0.04839514 0 0 0 1 1 4 0.03589624 0 0 0 0 1 1
"8353" "GO:0048661" "positive regulation of smooth muscle cell proliferation" 0.009140634 0.9871885 0 0 0 1 1 69 0.6192101 0 0 0 0 1 1
"8354" "GO:0048664" "neuron fate determination" 0.001933132 0.2087782 0 0 0 1 1 11 0.09871465 0 0 0 0 1 1
"8355" "GO:0048668" "collateral sprouting" 0.00236902 0.2558541 0 0 0 1 1 10 0.08974059 0 0 0 0 1 1
"8356" "GO:0048669" "collateral sprouting in absence of injury" 0.0008050303 0.08694327 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"8357" "GO:0048670" "regulation of collateral sprouting" 0.003608208 0.3896865 0 0 0 1 1 20 0.1794812 0 0 0 0 1 1
"8358" "GO:0048671" "negative regulation of collateral sprouting" 0.002182946 0.2357582 0 0 0 1 1 9 0.08076653 0 0 0 0 1 1
"8359" "GO:0048672" "positive regulation of collateral sprouting" 0.001736141 0.1875032 0 0 0 1 1 11 0.09871465 0 0 0 0 1 1
"8360" "GO:0048677" "axon extension involved in regeneration" 7.184034e-06 0.0007758756 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8361" "GO:0048679" "regulation of axon regeneration" 0.003779399 0.4081751 0 0 0 1 1 26 0.2333255 0 0 0 0 1 1
"8362" "GO:0048680" "positive regulation of axon regeneration" 0.0006896162 0.07447855 0 0 0 1 1 7 0.06281842 0 0 0 0 1 1
"8363" "GO:0048681" "negative regulation of axon regeneration" 0.0022512 0.2431296 0 0 0 1 1 12 0.1076887 0 0 0 0 1 1
"8364" "GO:0048683" "regulation of collateral sprouting of intact axon in response to injury" 6.87197e-05 0.007421728 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8365" "GO:0048690" "regulation of axon extension involved in regeneration" 0.0007977707 0.08615923 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"8366" "GO:0048691" "positive regulation of axon extension involved in regeneration" 0.0004816898 0.0520225 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"8367" "GO:0048692" "negative regulation of axon extension involved in regeneration" 0.0003160809 0.03413673 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8368" "GO:0048696" "regulation of collateral sprouting in absence of injury" 0.0001290021 0.01393223 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"8369" "GO:0048697" "positive regulation of collateral sprouting in absence of injury" 0.0001008492 0.01089171 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"8370" "GO:0048698" "negative regulation of collateral sprouting in absence of injury" 2.815295e-05 0.003040519 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8371" "GO:0048702" "embryonic neurocranium morphogenesis" 0.0003348239 0.03616098 0 0 0 1 1 5 0.0448703 0 0 0 0 1 1
"8372" "GO:0048703" "embryonic viscerocranium morphogenesis" 0.001522169 0.1643943 0 0 0 1 1 10 0.08974059 0 0 0 0 1 1
"8373" "GO:0048708" "astrocyte differentiation" 0.005409947 0.5842742 0 0 0 1 1 46 0.4128067 0 0 0 0 1 1
"8374" "GO:0048709" "oligodendrocyte differentiation" 0.01060152 1.144964 0 0 0 1 1 72 0.6461323 0 0 0 0 1 1
"8375" "GO:0048710" "regulation of astrocyte differentiation" 0.005070455 0.5476091 0 0 0 1 1 26 0.2333255 0 0 0 0 1 1
"8376" "GO:0048711" "positive regulation of astrocyte differentiation" 0.00180349 0.1947769 0 0 0 1 1 11 0.09871465 0 0 0 0 1 1
"8377" "GO:0048712" "negative regulation of astrocyte differentiation" 0.002544173 0.2747707 0 0 0 1 1 13 0.1166628 0 0 0 0 1 1
"8378" "GO:0048715" "negative regulation of oligodendrocyte differentiation" 0.002186076 0.2360962 0 0 0 1 1 12 0.1076887 0 0 0 0 1 1
"8379" "GO:0048730" "epidermis morphogenesis" 0.00520513 0.562154 0 0 0 1 1 37 0.3320402 0 0 0 0 1 1
"8380" "GO:0048733" "sebaceous gland development" 0.0008310673 0.08975527 0 0 0 1 1 11 0.09871465 0 0 0 0 1 1
"8381" "GO:0048742" "regulation of skeletal muscle fiber development" 0.00156269 0.1687705 0 0 0 1 1 12 0.1076887 0 0 0 0 1 1
"8382" "GO:0048743" "positive regulation of skeletal muscle fiber development" 0.0008535535 0.09218377 0 0 0 1 1 8 0.07179247 0 0 0 0 1 1
"8383" "GO:0048745" "smooth muscle tissue development" 0.00575462 0.6214989 0 0 0 1 1 26 0.2333255 0 0 0 0 1 1
"8384" "GO:0048749" "compound eye development" 0.00035906 0.03877848 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"8385" "GO:0048752" "semicircular canal morphogenesis" 0.001754264 0.1894605 0 0 0 1 1 8 0.07179247 0 0 0 0 1 1
"8386" "GO:0048753" "pigment granule organization" 0.002122048 0.2291811 0 0 0 1 1 18 0.1615331 0 0 0 0 1 1
"8387" "GO:0048755" "branching morphogenesis of a nerve" 0.001422552 0.1536356 0 0 0 1 1 5 0.0448703 0 0 0 0 1 1
"8388" "GO:0048773" "erythrophore differentiation" 2.031435e-05 0.002193949 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8389" "GO:0048789" "cytoskeletal matrix organization at active zone" 0.0004910823 0.05303689 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8390" "GO:0048791" "calcium ion-regulated exocytosis of neurotransmitter" 0.00280075 0.302481 0 0 0 1 1 28 0.2512737 0 0 0 0 1 1
"8391" "GO:0048792" "spontaneous exocytosis of neurotransmitter" 2.007563e-05 0.002168169 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8392" "GO:0048793" "pronephros development" 0.001300635 0.1404686 0 0 0 1 1 8 0.07179247 0 0 0 0 1 1
"8393" "GO:0048799" "animal organ maturation" 0.002516394 0.2717705 0 0 0 1 1 17 0.152559 0 0 0 0 1 1
"8394" "GO:0048807" "female genitalia morphogenesis" 0.0007044115 0.07607644 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"8395" "GO:0048808" "male genitalia morphogenesis" 0.001055576 0.1140022 0 0 0 1 1 4 0.03589624 0 0 0 0 1 1
"8396" "GO:0048814" "regulation of dendrite morphogenesis" 0.01038565 1.121651 0 0 0 1 1 79 0.7089507 0 0 0 0 1 1
"8397" "GO:0048817" "negative regulation of hair follicle maturation" 0.0002842664 0.03070077 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"8398" "GO:0048818" "positive regulation of hair follicle maturation" 0.001091434 0.1178749 0 0 0 1 1 5 0.0448703 0 0 0 0 1 1
"8399" "GO:0048819" "regulation of hair follicle maturation" 0.001641515 0.1772836 0 0 0 1 1 9 0.08076653 0 0 0 0 1 1
"8400" "GO:0048820" "hair follicle maturation" 0.0006915184 0.07468398 0 0 0 1 1 8 0.07179247 0 0 0 0 1 1
"8401" "GO:0048821" "erythrocyte development" 0.001914301 0.2067445 0 0 0 1 1 30 0.2692218 0 0 0 0 1 1
"8402" "GO:0048822" "enucleate erythrocyte development" 5.190596e-05 0.005605844 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"8403" "GO:0048840" "otolith development" 0.001620754 0.1750414 0 0 0 1 1 7 0.06281842 0 0 0 0 1 1
"8404" "GO:0048841" "regulation of axon extension involved in axon guidance" 0.00379892 0.4102834 0 0 0 1 1 16 0.1435849 0 0 0 0 1 1
"8405" "GO:0048842" "positive regulation of axon extension involved in axon guidance" 0.001356982 0.146554 0 0 0 1 1 6 0.05384436 0 0 0 0 1 1
"8406" "GO:0048843" "negative regulation of axon extension involved in axon guidance" 0.002081589 0.2248116 0 0 0 1 1 9 0.08076653 0 0 0 0 1 1
"8407" "GO:0048845" "venous blood vessel morphogenesis" 0.001773638 0.1915529 0 0 0 1 1 11 0.09871465 0 0 0 0 1 1
"8408" "GO:0048850" "hypophysis morphogenesis" 0.0005552129 0.05996299 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"8409" "GO:0048852" "diencephalon morphogenesis" 0.001645587 0.1777234 0 0 0 1 1 6 0.05384436 0 0 0 0 1 1
"8410" "GO:0048853" "forebrain morphogenesis" 0.002355574 0.254402 0 0 0 1 1 17 0.152559 0 0 0 0 1 1
"8411" "GO:0048855" "adenohypophysis morphogenesis" 2.546404e-05 0.002750116 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8412" "GO:0048859" "formation of anatomical boundary" 0.0004772876 0.05154706 0 0 0 1 1 5 0.0448703 0 0 0 0 1 1
"8413" "GO:0048861" "leukemia inhibitory factor signaling pathway" 0.0003876931 0.04187085 0 0 0 1 1 4 0.03589624 0 0 0 0 1 1
"8414" "GO:0048865" "stem cell fate commitment" 0.001317135 0.1422506 0 0 0 1 1 7 0.06281842 0 0 0 0 1 1
"8415" "GO:0048866" "stem cell fate specification" 0.0009886971 0.1067793 0 0 0 1 1 4 0.03589624 0 0 0 0 1 1
"8416" "GO:0048867" "stem cell fate determination" 0.0001763586 0.01904673 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"8417" "GO:0048873" "homeostasis of number of cells within a tissue" 0.003348237 0.3616096 0 0 0 1 1 38 0.3410143 0 0 0 0 1 1
"8418" "GO:0048875" "chemical homeostasis within a tissue" 0.001326493 0.1432613 0 0 0 1 1 12 0.1076887 0 0 0 0 1 1
"8419" "GO:0048877" "homeostasis of number of retina cells" 1.046066e-05 0.001129752 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8420" "GO:0048880" "sensory system development" 0.001103971 0.1192289 0 0 0 1 1 4 0.03589624 0 0 0 0 1 1
"8421" "GO:0048894" "efferent axon development in a lateral line nerve" 0.0001921483 0.02075202 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8422" "GO:0048925" "lateral line system development" 0.0002020753 0.02182413 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"8423" "GO:0048935" "peripheral nervous system neuron development" 0.002567059 0.2772423 0 0 0 1 1 10 0.08974059 0 0 0 0 1 1
"8424" "GO:0048936" "peripheral nervous system neuron axonogenesis" 0.0007190217 0.07765434 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"8425" "GO:0050427" "3'-phosphoadenosine 5'-phosphosulfate metabolic process" 0.0004957606 0.05354215 0 0 0 1 1 6 0.05384436 0 0 0 0 1 1
"8426" "GO:0050428" "3'-phosphoadenosine 5'-phosphosulfate biosynthetic process" 0.000326656 0.03527884 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"8427" "GO:0050432" "catecholamine secretion" 0.0004367722 0.0471714 0 0 0 1 1 4 0.03589624 0 0 0 0 1 1
"8428" "GO:0050433" "regulation of catecholamine secretion" 0.005097549 0.5505353 0 0 0 1 1 41 0.3679364 0 0 0 0 1 1
"8429" "GO:0050434" "positive regulation of viral transcription" 0.00181643 0.1961745 0 0 0 1 1 20 0.1794812 0 0 0 0 1 1
"8430" "GO:0050435" "beta-amyloid metabolic process" 0.0007942671 0.08578084 0 0 0 1 1 17 0.152559 0 0 0 0 1 1
"8431" "GO:0050650" "chondroitin sulfate proteoglycan biosynthetic process" 0.002680109 0.2894518 0 0 0 1 1 20 0.1794812 0 0 0 0 1 1
"8432" "GO:0050651" "dermatan sulfate proteoglycan biosynthetic process" 0.0002046241 0.0220994 0 0 0 1 1 5 0.0448703 0 0 0 0 1 1
"8433" "GO:0050653" "chondroitin sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process" 0.0001931565 0.0208609 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8434" "GO:0050654" "chondroitin sulfate proteoglycan metabolic process" 0.005521349 0.5963057 0 0 0 1 1 31 0.2781958 0 0 0 0 1 1
"8435" "GO:0050655" "dermatan sulfate proteoglycan metabolic process" 0.0009257266 0.09997847 0 0 0 1 1 7 0.06281842 0 0 0 0 1 1
"8436" "GO:0050663" "cytokine secretion" 0.004201487 0.4537606 0 0 0 1 1 41 0.3679364 0 0 0 0 1 1
"8437" "GO:0050665" "hydrogen peroxide biosynthetic process" 0.0003410637 0.03683488 0 0 0 1 1 9 0.08076653 0 0 0 0 1 1
"8438" "GO:0050667" "homocysteine metabolic process" 0.001139372 0.1230522 0 0 0 1 1 10 0.08974059 0 0 0 0 1 1
"8439" "GO:0050668" "positive regulation of homocysteine metabolic process" 2.725967e-05 0.002944044 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8440" "GO:0050673" "epithelial cell proliferation" 0.01413407 1.52648 0 0 0 1 1 93 0.8345875 0 0 0 0 1 1
"8441" "GO:0050674" "urothelial cell proliferation" 0.0003836565 0.0414349 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8442" "GO:0050677" "positive regulation of urothelial cell proliferation" 0.0003836565 0.0414349 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8443" "GO:0050679" "positive regulation of epithelial cell proliferation" 0.02318686 2.504181 0 0 0 1 1 168 1.507642 0 0 0 0 1 1
"8444" "GO:0050685" "positive regulation of mRNA processing" 0.002003692 0.2163987 0 0 0 1 1 29 0.2602477 0 0 0 0 1 1
"8445" "GO:0050686" "negative regulation of mRNA processing" 0.001840673 0.1987927 0 0 0 1 1 34 0.305118 0 0 0 0 1 1
"8446" "GO:0050687" "negative regulation of defense response to virus" 0.0006165132 0.06658343 0 0 0 1 1 23 0.2064034 0 0 0 0 1 1
"8447" "GO:0050689" "negative regulation of defense response to virus by host" 4.196881e-05 0.004532631 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"8448" "GO:0050691" "regulation of defense response to virus by host" 0.00238838 0.2579451 0 0 0 1 1 40 0.3589624 0 0 0 0 1 1
"8449" "GO:0050701" "interleukin-1 secretion" 0.001021207 0.1102904 0 0 0 1 1 10 0.08974059 0 0 0 0 1 1
"8450" "GO:0050702" "interleukin-1 beta secretion" 0.0009924916 0.1071891 0 0 0 1 1 8 0.07179247 0 0 0 0 1 1
"8451" "GO:0050703" "interleukin-1 alpha secretion" 4.696817e-06 0.0005072562 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
