"ID" "name" "Binom_Genome_Fraction" "Binom_Expected" "Binom_Observed_Region_Hits" "Binom_Fold_Enrichment" "Binom_Region_Set_Coverage" "Binom_Raw_PValue" "Binom_Adjp_BH" "Hyper_Total_Genes" "Hyper_Expected" "Hyper_Observed_Gene_Hits" "Hyper_Fold_Enrichment" "Hyper_Gene_Set_Coverage" "Hyper_Term_Gene_Coverage" "Hyper_Raw_PValue" "Hyper_Adjp_BH"
"8073" "GO:0046476" "glycosylceramide biosynthetic process" 0.001268684 0.1370179 0 0 0 1 1 6 0.05384436 0 0 0 0 1 1
"8074" "GO:0046477" "glycosylceramide catabolic process" 0.000415029 0.04482313 0 0 0 1 1 5 0.0448703 0 0 0 0 1 1
"8075" "GO:0046479" "glycosphingolipid catabolic process" 0.0005820937 0.06286612 0 0 0 1 1 12 0.1076887 0 0 0 0 1 1
"8076" "GO:0046485" "ether lipid metabolic process" 0.0007959252 0.08595992 0 0 0 1 1 8 0.07179247 0 0 0 0 1 1
"8077" "GO:0046487" "glyoxylate metabolic process" 0.0001580635 0.01707085 0 0 0 1 1 5 0.0448703 0 0 0 0 1 1
"8078" "GO:0046491" "L-methylmalonyl-CoA metabolic process" 4.119337e-05 0.004448884 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8079" "GO:0046498" "S-adenosylhomocysteine metabolic process" 0.0006220112 0.0671772 0 0 0 1 1 7 0.06281842 0 0 0 0 1 1
"8080" "GO:0046500" "S-adenosylmethionine metabolic process" 0.001100903 0.1188975 0 0 0 1 1 12 0.1076887 0 0 0 0 1 1
"8081" "GO:0046501" "protoporphyrinogen IX metabolic process" 0.0003335809 0.03602674 0 0 0 1 1 11 0.09871465 0 0 0 0 1 1
"8082" "GO:0046503" "glycerolipid catabolic process" 0.002280406 0.2462838 0 0 0 1 1 35 0.3140921 0 0 0 0 1 1
"8083" "GO:0046511" "sphinganine biosynthetic process" 0.0001190314 0.01285539 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"8084" "GO:0046512" "sphingosine biosynthetic process" 0.0003776558 0.04078683 0 0 0 1 1 8 0.07179247 0 0 0 0 1 1
"8085" "GO:0046514" "ceramide catabolic process" 0.0006177442 0.06671637 0 0 0 1 1 14 0.1256368 0 0 0 0 1 1
"8086" "GO:0046519" "sphingoid metabolic process" 0.001198588 0.1294475 0 0 0 1 1 14 0.1256368 0 0 0 0 1 1
"8087" "GO:0046520" "sphingoid biosynthetic process" 0.0008230727 0.08889185 0 0 0 1 1 9 0.08076653 0 0 0 0 1 1
"8088" "GO:0046533" "negative regulation of photoreceptor cell differentiation" 0.001080558 0.1167002 0 0 0 1 1 7 0.06281842 0 0 0 0 1 1
"8089" "GO:0046541" "saliva secretion" 0.001194942 0.1290537 0 0 0 1 1 6 0.05384436 0 0 0 0 1 1
"8090" "GO:0046543" "development of secondary female sexual characteristics" 0.0009632807 0.1040343 0 0 0 1 1 10 0.08974059 0 0 0 0 1 1
"8091" "GO:0046544" "development of secondary male sexual characteristics" 0.0002615774 0.02825036 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"8092" "GO:0046587" "positive regulation of calcium-dependent cell-cell adhesion" 7.347657e-05 0.00793547 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8093" "GO:0046596" "regulation of viral entry into host cell" 0.001564041 0.1689164 0 0 0 1 1 27 0.2422996 0 0 0 0 1 1
"8094" "GO:0046597" "negative regulation of viral entry into host cell" 0.0008046091 0.08689778 0 0 0 1 1 17 0.152559 0 0 0 0 1 1
"8095" "GO:0046598" "positive regulation of viral entry into host cell" 0.0002753623 0.02973913 0 0 0 1 1 8 0.07179247 0 0 0 0 1 1
"8096" "GO:0046599" "regulation of centriole replication" 0.001315245 0.1420464 0 0 0 1 1 15 0.1346109 0 0 0 0 1 1
"8097" "GO:0046600" "negative regulation of centriole replication" 0.0006673469 0.07207346 0 0 0 1 1 5 0.0448703 0 0 0 0 1 1
"8098" "GO:0046601" "positive regulation of centriole replication" 9.608966e-05 0.01037768 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"8099" "GO:0046602" "regulation of mitotic centrosome separation" 0.0004966226 0.05363524 0 0 0 1 1 9 0.08076653 0 0 0 0 1 1
"8100" "GO:0046604" "positive regulation of mitotic centrosome separation" 0.0001890689 0.02041944 0 0 0 1 1 4 0.03589624 0 0 0 0 1 1
"8101" "GO:0046605" "regulation of centrosome cycle" 0.004404464 0.4756821 0 0 0 1 1 48 0.4307548 0 0 0 0 1 1
"8102" "GO:0046607" "positive regulation of centrosome cycle" 0.0005642386 0.06093777 0 0 0 1 1 11 0.09871465 0 0 0 0 1 1
"8103" "GO:0046618" "drug export" 0.0001687217 0.01822194 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"8104" "GO:0046619" "optic placode formation involved in camera-type eye formation" 0.0004298711 0.04642608 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"8105" "GO:0046620" "regulation of organ growth" 0.01550191 1.674206 0 0 0 1 1 92 0.8256135 0 0 0 0 1 1
"8106" "GO:0046621" "negative regulation of organ growth" 0.006346985 0.6854743 0 0 0 1 1 31 0.2781958 0 0 0 0 1 1
"8107" "GO:0046622" "positive regulation of organ growth" 0.007404382 0.7996733 0 0 0 1 1 45 0.4038327 0 0 0 0 1 1
"8108" "GO:0046626" "regulation of insulin receptor signaling pathway" 0.005748719 0.6208617 0 0 0 1 1 50 0.448703 0 0 0 0 1 1
"8109" "GO:0046627" "negative regulation of insulin receptor signaling pathway" 0.003671969 0.3965727 0 0 0 1 1 29 0.2602477 0 0 0 0 1 1
"8110" "GO:0046628" "positive regulation of insulin receptor signaling pathway" 0.000709443 0.07661984 0 0 0 1 1 12 0.1076887 0 0 0 0 1 1
"8111" "GO:0046633" "alpha-beta T cell proliferation" 0.0007253404 0.07833676 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"8112" "GO:0046640" "regulation of alpha-beta T cell proliferation" 0.00376676 0.40681 0 0 0 1 1 32 0.2871699 0 0 0 0 1 1
"8113" "GO:0046641" "positive regulation of alpha-beta T cell proliferation" 0.002578761 0.2785062 0 0 0 1 1 21 0.1884552 0 0 0 0 1 1
"8114" "GO:0046642" "negative regulation of alpha-beta T cell proliferation" 0.001276713 0.137885 0 0 0 1 1 11 0.09871465 0 0 0 0 1 1
"8115" "GO:0046651" "lymphocyte proliferation" 0.008647829 0.9339655 0 0 0 1 1 102 0.9153541 0 0 0 0 1 1
"8116" "GO:0046653" "tetrahydrofolate metabolic process" 0.001043752 0.1127252 0 0 0 1 1 18 0.1615331 0 0 0 0 1 1
"8117" "GO:0046654" "tetrahydrofolate biosynthetic process" 0.0004859799 0.05248582 0 0 0 1 1 6 0.05384436 0 0 0 0 1 1
"8118" "GO:0046655" "folic acid metabolic process" 0.0003187622 0.03442632 0 0 0 1 1 4 0.03589624 0 0 0 0 1 1
"8119" "GO:0046666" "retinal cell programmed cell death" 0.0002988233 0.03227292 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"8120" "GO:0046668" "regulation of retinal cell programmed cell death" 0.0005954567 0.06430932 0 0 0 1 1 5 0.0448703 0 0 0 0 1 1
"8121" "GO:0046671" "negative regulation of retinal cell programmed cell death" 0.0002944861 0.0318045 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"8122" "GO:0046676" "negative regulation of insulin secretion" 0.004155678 0.4488133 0 0 0 1 1 48 0.4307548 0 0 0 0 1 1
"8123" "GO:0046680" "response to DDT" 1.946261e-05 0.002101962 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8124" "GO:0046683" "response to organophosphorus" 0.01107129 1.1957 0 0 0 1 1 121 1.085861 0 0 0 0 1 1
"8125" "GO:0046684" "response to pyrethroid" 0.0002000421 0.02160455 0 0 0 1 1 4 0.03589624 0 0 0 0 1 1
"8126" "GO:0046685" "response to arsenic-containing substance" 0.001902955 0.2055191 0 0 0 1 1 26 0.2333255 0 0 0 0 1 1
"8127" "GO:0046688" "response to copper ion" 0.001257691 0.1358307 0 0 0 1 1 26 0.2333255 0 0 0 0 1 1
"8128" "GO:0046689" "response to mercury ion" 0.000406608 0.04391366 0 0 0 1 1 13 0.1166628 0 0 0 0 1 1
"8129" "GO:0046697" "decidualization" 0.002034502 0.2197262 0 0 0 1 1 23 0.2064034 0 0 0 0 1 1
"8130" "GO:0046709" "IDP catabolic process" 6.635146e-05 0.007165958 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"8131" "GO:0046710" "GDP metabolic process" 0.001186056 0.128094 0 0 0 1 1 9 0.08076653 0 0 0 0 1 1
"8132" "GO:0046712" "GDP catabolic process" 1.667549e-05 0.001800953 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8133" "GO:0046718" "viral entry into host cell" 0.002210489 0.2387329 0 0 0 1 1 36 0.3230661 0 0 0 0 1 1
"8134" "GO:0046719" "regulation by virus of viral protein levels in host cell" 0.0003306019 0.03570501 0 0 0 1 1 6 0.05384436 0 0 0 0 1 1
"8135" "GO:0046724" "oxalic acid secretion" 3.321615e-05 0.003587344 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"8136" "GO:0046725" "negative regulation by virus of viral protein levels in host cell" 0.0002169895 0.02343487 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"8137" "GO:0046726" "positive regulation by virus of viral protein levels in host cell" 0.0001136124 0.01227013 0 0 0 1 1 4 0.03589624 0 0 0 0 1 1
"8138" "GO:0046745" "viral capsid secondary envelopment" 3.211739e-05 0.003468678 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8139" "GO:0046755" "viral budding" 0.001015025 0.1096227 0 0 0 1 1 13 0.1166628 0 0 0 0 1 1
"8140" "GO:0046782" "regulation of viral transcription" 0.003143581 0.3395068 0 0 0 1 1 43 0.3858846 0 0 0 0 1 1
"8141" "GO:0046784" "viral mRNA export from host cell nucleus" 0.0004900066 0.05292071 0 0 0 1 1 7 0.06281842 0 0 0 0 1 1
"8142" "GO:0046785" "microtubule polymerization" 0.002304655 0.2489027 0 0 0 1 1 29 0.2602477 0 0 0 0 1 1
"8143" "GO:0046786" "viral replication complex formation and maintenance" 2.965888e-05 0.003203159 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8144" "GO:0046794" "transport of virus" 0.0007040421 0.07603655 0 0 0 1 1 10 0.08974059 0 0 0 0 1 1
"8145" "GO:0046813" "receptor-mediated virion attachment to host cell" 0.0001322874 0.01428704 0 0 0 1 1 4 0.03589624 0 0 0 0 1 1
"8146" "GO:0046814" "coreceptor-mediated virion attachment to host cell" 1.855384e-05 0.002003815 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8147" "GO:0046823" "negative regulation of nucleocytoplasmic transport" 0.006889846 0.7441034 0 0 0 1 1 64 0.5743398 0 0 0 0 1 1
"8148" "GO:0046825" "regulation of protein export from nucleus" 0.002629719 0.2840096 0 0 0 1 1 33 0.296144 0 0 0 0 1 1
"8149" "GO:0046826" "negative regulation of protein export from nucleus" 0.001049029 0.1132952 0 0 0 1 1 7 0.06281842 0 0 0 0 1 1
"8150" "GO:0046827" "positive regulation of protein export from nucleus" 0.001153622 0.1245911 0 0 0 1 1 17 0.152559 0 0 0 0 1 1
"8151" "GO:0046831" "regulation of RNA export from nucleus" 0.0006832809 0.07379434 0 0 0 1 1 12 0.1076887 0 0 0 0 1 1
"8152" "GO:0046832" "negative regulation of RNA export from nucleus" 0.0001252552 0.01352757 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"8153" "GO:0046833" "positive regulation of RNA export from nucleus" 0.0001147115 0.01238884 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"8154" "GO:0046835" "carbohydrate phosphorylation" 0.001233713 0.133241 0 0 0 1 1 24 0.2153774 0 0 0 0 1 1
"8155" "GO:0046836" "glycolipid transport" 0.0001071331 0.01157038 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"8156" "GO:0046838" "phosphorylated carbohydrate dephosphorylation" 0.001556691 0.1681226 0 0 0 1 1 12 0.1076887 0 0 0 0 1 1
"8157" "GO:0046839" "phospholipid dephosphorylation" 0.003350052 0.3618057 0 0 0 1 1 35 0.3140921 0 0 0 0 1 1
"8158" "GO:0046847" "filopodium assembly" 0.0007797351 0.08421139 0 0 0 1 1 13 0.1166628 0 0 0 0 1 1
"8159" "GO:0046851" "negative regulation of bone remodeling" 0.002058685 0.222338 0 0 0 1 1 16 0.1435849 0 0 0 0 1 1
"8160" "GO:0046855" "inositol phosphate dephosphorylation" 0.001123804 0.1213708 0 0 0 1 1 10 0.08974059 0 0 0 0 1 1
"8161" "GO:0046856" "phosphatidylinositol dephosphorylation" 0.001872081 0.2021847 0 0 0 1 1 22 0.1974293 0 0 0 0 1 1
"8162" "GO:0046874" "quinolinate metabolic process" 0.0005759034 0.06219757 0 0 0 1 1 5 0.0448703 0 0 0 0 1 1
"8163" "GO:0046877" "regulation of saliva secretion" 0.001386988 0.1497947 0 0 0 1 1 8 0.07179247 0 0 0 0 1 1
"8164" "GO:0046878" "positive regulation of saliva secretion" 0.0006304416 0.0680877 0 0 0 1 1 4 0.03589624 0 0 0 0 1 1
"8165" "GO:0046880" "regulation of follicle-stimulating hormone secretion" 0.0009784367 0.1056712 0 0 0 1 1 6 0.05384436 0 0 0 0 1 1
"8166" "GO:0046881" "positive regulation of follicle-stimulating hormone secretion" 0.0003887102 0.0419807 0 0 0 1 1 4 0.03589624 0 0 0 0 1 1
"8167" "GO:0046882" "negative regulation of follicle-stimulating hormone secretion" 0.0001736055 0.01874939 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"8168" "GO:0046884" "follicle-stimulating hormone secretion" 0.0005354938 0.05783333 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"8169" "GO:0046885" "regulation of hormone biosynthetic process" 0.003158954 0.341167 0 0 0 1 1 21 0.1884552 0 0 0 0 1 1
"8170" "GO:0046886" "positive regulation of hormone biosynthetic process" 0.001167893 0.1261324 0 0 0 1 1 9 0.08076653 0 0 0 0 1 1
"8171" "GO:0046888" "negative regulation of hormone secretion" 0.006610238 0.7139057 0 0 0 1 1 74 0.6640804 0 0 0 0 1 1
"8172" "GO:0046898" "response to cycloheximide" 0.0005206702 0.05623238 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"8173" "GO:0046900" "tetrahydrofolylpolyglutamate metabolic process" 0.0003143789 0.03395292 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"8174" "GO:0046901" "tetrahydrofolylpolyglutamate biosynthetic process" 2.424517e-05 0.002618478 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8175" "GO:0046916" "cellular transition metal ion homeostasis" 0.006443024 0.6958466 0 0 0 1 1 88 0.7897172 0 0 0 0 1 1
"8176" "GO:0046929" "negative regulation of neurotransmitter secretion" 0.001227024 0.1325186 0 0 0 1 1 10 0.08974059 0 0 0 0 1 1
"8177" "GO:0046940" "nucleoside monophosphate phosphorylation" 9.733648e-05 0.01051234 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"8178" "GO:0046947" "hydroxylysine biosynthetic process" 0.0004292128 0.04635498 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"8179" "GO:0046950" "cellular ketone body metabolic process" 0.0004118272 0.04447734 0 0 0 1 1 7 0.06281842 0 0 0 0 1 1
"8180" "GO:0046951" "ketone body biosynthetic process" 0.0001906213 0.0205871 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"8181" "GO:0046952" "ketone body catabolic process" 0.0002212059 0.02389024 0 0 0 1 1 4 0.03589624 0 0 0 0 1 1
"8182" "GO:0046958" "nonassociative learning" 0.001231767 0.1330309 0 0 0 1 1 7 0.06281842 0 0 0 0 1 1
"8183" "GO:0046959" "habituation" 0.001140199 0.1231415 0 0 0 1 1 5 0.0448703 0 0 0 0 1 1
"8184" "GO:0046960" "sensitization" 0.000298276 0.03221381 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"8185" "GO:0046967" "cytosol to ER transport" 1.866413e-05 0.002015727 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"8186" "GO:0046968" "peptide antigen transport" 5.640335e-06 0.0006091562 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8187" "GO:0046984" "regulation of hemoglobin biosynthetic process" 0.0005701396 0.06157507 0 0 0 1 1 4 0.03589624 0 0 0 0 1 1
"8188" "GO:0046985" "positive regulation of hemoglobin biosynthetic process" 0.0004640104 0.05011312 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"8189" "GO:0046986" "negative regulation of hemoglobin biosynthetic process" 4.033446e-05 0.004356121 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8190" "GO:0047484" "regulation of response to osmotic stress" 0.000766488 0.08278071 0 0 0 1 1 10 0.08974059 0 0 0 0 1 1
"8191" "GO:0047496" "vesicle transport along microtubule" 0.002173313 0.2347178 0 0 0 1 1 33 0.296144 0 0 0 0 1 1
"8192" "GO:0047497" "mitochondrion transport along microtubule" 0.001094639 0.1182211 0 0 0 1 1 14 0.1256368 0 0 0 0 1 1
"8193" "GO:0048002" "antigen processing and presentation of peptide antigen" 0.001622883 0.1752713 0 0 0 1 1 55 0.4935733 0 0 0 0 1 1
"8194" "GO:0048006" "antigen processing and presentation, endogenous lipid antigen via MHC class Ib" 9.363228e-05 0.01011229 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8195" "GO:0048007" "antigen processing and presentation, exogenous lipid antigen via MHC class Ib" 0.000296247 0.03199467 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"8196" "GO:0048009" "insulin-like growth factor receptor signaling pathway" 0.00216223 0.2335208 0 0 0 1 1 12 0.1076887 0 0 0 0 1 1
"8197" "GO:0048010" "vascular endothelial growth factor receptor signaling pathway" 0.003971722 0.428946 0 0 0 1 1 26 0.2333255 0 0 0 0 1 1
"8198" "GO:0048011" "neurotrophin TRK receptor signaling pathway" 0.000989286 0.1068429 0 0 0 1 1 15 0.1346109 0 0 0 0 1 1
"8199" "GO:0048012" "hepatocyte growth factor receptor signaling pathway" 0.001168042 0.1261485 0 0 0 1 1 9 0.08076653 0 0 0 0 1 1
"8200" "GO:0048013" "ephrin receptor signaling pathway" 0.007151098 0.7723186 0 0 0 1 1 36 0.3230661 0 0 0 0 1 1
"8201" "GO:0048014" "Tie signaling pathway" 0.0007334857 0.07921645 0 0 0 1 1 4 0.03589624 0 0 0 0 1 1
"8202" "GO:0048016" "inositol phosphate-mediated signaling" 0.003365964 0.3635241 0 0 0 1 1 20 0.1794812 0 0 0 0 1 1
"8203" "GO:0048021" "regulation of melanin biosynthetic process" 0.002218281 0.2395743 0 0 0 1 1 8 0.07179247 0 0 0 0 1 1
"8204" "GO:0048022" "negative regulation of melanin biosynthetic process" 0.00125461 0.1354979 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"8205" "GO:0048023" "positive regulation of melanin biosynthetic process" 0.0009636709 0.1040765 0 0 0 1 1 5 0.0448703 0 0 0 0 1 1
"8206" "GO:0048025" "negative regulation of mRNA splicing, via spliceosome" 0.001621312 0.1751017 0 0 0 1 1 25 0.2243515 0 0 0 0 1 1
"8207" "GO:0048026" "positive regulation of mRNA splicing, via spliceosome" 0.001730025 0.1868427 0 0 0 1 1 22 0.1974293 0 0 0 0 1 1
"8208" "GO:0048034" "heme O biosynthetic process" 0.0001900033 0.02052036 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8209" "GO:0048047" "mating behavior, sex discrimination" 1.004103e-05 0.001084431 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8210" "GO:0048050" "post-embryonic eye morphogenesis" 0.0007428396 0.08022668 0 0 0 1 1 8 0.07179247 0 0 0 0 1 1
"8211" "GO:0048058" "compound eye corneal lens development" 0.0001474857 0.01592846 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8212" "GO:0048066" "developmental pigmentation" 0.007304452 0.7888808 0 0 0 1 1 42 0.3769105 0 0 0 0 1 1
"8213" "GO:0048069" "eye pigmentation" 0.0006723644 0.07261535 0 0 0 1 1 4 0.03589624 0 0 0 0 1 1
"8214" "GO:0048070" "regulation of developmental pigmentation" 0.002798246 0.3022105 0 0 0 1 1 16 0.1435849 0 0 0 0 1 1
"8215" "GO:0048073" "regulation of eye pigmentation" 8.014692e-05 0.008655868 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"8216" "GO:0048074" "negative regulation of eye pigmentation" 3.96746e-05 0.004284857 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8217" "GO:0048087" "positive regulation of developmental pigmentation" 0.001761193 0.1902088 0 0 0 1 1 8 0.07179247 0 0 0 0 1 1
"8218" "GO:0048096" "chromatin-mediated maintenance of transcription" 0.0004050118 0.04374127 0 0 0 1 1 8 0.07179247 0 0 0 0 1 1
"8219" "GO:0048133" "male germ-line stem cell asymmetric division" 0.0003480271 0.03758693 0 0 0 1 1 4 0.03589624 0 0 0 0 1 1
"8220" "GO:0048137" "spermatocyte division" 0.0001691878 0.01827228 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8221" "GO:0048143" "astrocyte activation" 0.0006321534 0.06827257 0 0 0 1 1 7 0.06281842 0 0 0 0 1 1
"8222" "GO:0048144" "fibroblast proliferation" 2.445518e-05 0.002641159 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8223" "GO:0048147" "negative regulation of fibroblast proliferation" 0.004287984 0.4631023 0 0 0 1 1 32 0.2871699 0 0 0 0 1 1
"8224" "GO:0048148" "behavioral response to cocaine" 0.003106369 0.3354878 0 0 0 1 1 25 0.2243515 0 0 0 0 1 1
"8225" "GO:0048149" "behavioral response to ethanol" 0.001223177 0.1321031 0 0 0 1 1 16 0.1435849 0 0 0 0 1 1
"8226" "GO:0048160" "primary follicle stage" 4.008819e-05 0.004329525 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8227" "GO:0048167" "regulation of synaptic plasticity" 0.02284316 2.467061 0 0 0 1 1 168 1.507642 0 0 0 0 1 1
"8228" "GO:0048168" "regulation of neuronal synaptic plasticity" 0.006523947 0.7045863 0 0 0 1 1 54 0.4845992 0 0 0 0 1 1
"8229" "GO:0048169" "regulation of long-term neuronal synaptic plasticity" 0.004191873 0.4527223 0 0 0 1 1 28 0.2512737 0 0 0 0 1 1
"8230" "GO:0048170" "positive regulation of long-term neuronal synaptic plasticity" 0.0006167017 0.06660378 0 0 0 1 1 5 0.0448703 0 0 0 0 1 1
"8231" "GO:0048172" "regulation of short-term neuronal synaptic plasticity" 0.002160622 0.2333471 0 0 0 1 1 17 0.152559 0 0 0 0 1 1
"8232" "GO:0048174" "negative regulation of short-term neuronal synaptic plasticity" 0.0001066568 0.01151894 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8233" "GO:0048178" "negative regulation of hepatocyte growth factor biosynthetic process" 0.0001681468 0.01815985 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8234" "GO:0048194" "Golgi vesicle budding" 0.000502956 0.05431925 0 0 0 1 1 8 0.07179247 0 0 0 0 1 1
"8235" "GO:0048205" "COPI coating of Golgi vesicle" 6.501513e-05 0.007021634 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"8236" "GO:0048209" "regulation of vesicle targeting, to, from or within Golgi" 6.798052e-05 0.007341897 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"8237" "GO:0048210" "Golgi vesicle fusion to target membrane" 8.178165e-05 0.008832418 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"8238" "GO:0048211" "Golgi vesicle docking" 6.309259e-05 0.006813999 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8239" "GO:0048213" "Golgi vesicle prefusion complex stabilization" 3.75836e-05 0.004059029 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"8240" "GO:0048219" "inter-Golgi cisterna vesicle-mediated transport" 2.38176e-05 0.002572301 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8241" "GO:0048227" "plasma membrane to endosome transport" 0.0004368504 0.04717985 0 0 0 1 1 7 0.06281842 0 0 0 0 1 1
"8242" "GO:0048239" "negative regulation of DNA recombination at telomere" 7.47657e-05 0.008074695 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"8243" "GO:0048240" "sperm capacitation" 0.001310266 0.1415087 0 0 0 1 1 30 0.2692218 0 0 0 0 1 1
"8244" "GO:0048241" "epinephrine transport" 0.0001054572 0.01138938 0 0 0 1 1 2 0.01794812 0 0 0 0 1 1
"8245" "GO:0048242" "epinephrine secretion" 3.615661e-05 0.003904914 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8246" "GO:0048243" "norepinephrine secretion" 1.441339e-05 0.001556646 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8247" "GO:0048245" "eosinophil chemotaxis" 0.0006305625 0.06810075 0 0 0 1 1 9 0.08076653 0 0 0 0 1 1
"8248" "GO:0048246" "macrophage chemotaxis" 0.0008421746 0.09095486 0 0 0 1 1 12 0.1076887 0 0 0 0 1 1
"8249" "GO:0048247" "lymphocyte chemotaxis" 0.001955486 0.2111924 0 0 0 1 1 42 0.3769105 0 0 0 0 1 1
"8250" "GO:0048250" "mitochondrial iron ion transport" 0.000145516 0.01571572 0 0 0 1 1 3 0.02692218 0 0 0 0 1 1
"8251" "GO:0048251" "elastic fiber assembly" 0.00056023 0.06050484 0 0 0 1 1 8 0.07179247 0 0 0 0 1 1
"8252" "GO:0048254" "snoRNA localization" 0.0001876294 0.02026398 0 0 0 1 1 4 0.03589624 0 0 0 0 1 1
"8253" "GO:0048259" "regulation of receptor-mediated endocytosis" 0.009227271 0.9965453 0 0 0 1 1 81 0.7268988 0 0 0 0 1 1
"8254" "GO:0048260" "positive regulation of receptor-mediated endocytosis" 0.006231389 0.67299 0 0 0 1 1 52 0.4666511 0 0 0 0 1 1
"8255" "GO:0048261" "negative regulation of receptor-mediated endocytosis" 0.001398553 0.1510437 0 0 0 1 1 17 0.152559 0 0 0 0 1 1
"8256" "GO:0048262" "determination of dorsal/ventral asymmetry" 0.0008485144 0.09163956 0 0 0 1 1 7 0.06281842 0 0 0 0 1 1
"8257" "GO:0048263" "determination of dorsal identity" 0.0008291002 0.08954282 0 0 0 1 1 6 0.05384436 0 0 0 0 1 1
"8258" "GO:0048264" "determination of ventral identity" 1.941427e-05 0.002096741 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8259" "GO:0048265" "response to pain" 0.005382344 0.5812932 0 0 0 1 1 38 0.3410143 0 0 0 0 1 1
"8260" "GO:0048266" "behavioral response to pain" 0.003042327 0.3285713 0 0 0 1 1 22 0.1974293 0 0 0 0 1 1
"8261" "GO:0048268" "clathrin coat assembly" 0.001268162 0.1369615 0 0 0 1 1 15 0.1346109 0 0 0 0 1 1
"8262" "GO:0048278" "vesicle docking" 0.003870191 0.4179806 0 0 0 1 1 53 0.4756251 0 0 0 0 1 1
"8263" "GO:0048280" "vesicle fusion with Golgi apparatus" 0.0006699572 0.07235538 0 0 0 1 1 9 0.08076653 0 0 0 0 1 1
"8264" "GO:0048284" "organelle fusion" 0.008970922 0.9688596 0 0 0 1 1 130 1.166628 0 0 0 0 1 1
"8265" "GO:0048290" "isotype switching to IgA isotypes" 4.240204e-05 0.00457942 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8266" "GO:0048291" "isotype switching to IgG isotypes" 1.482698e-05 0.001601314 0 0 0 1 1 1 0.008974059 0 0 0 0 1 1
"8267" "GO:0048293" "regulation of isotype switching to IgE isotypes" 0.0004135412 0.04466245 0 0 0 1 1 7 0.06281842 0 0 0 0 1 1
